"X.1" "X" "zona" "cÛdigo.x" "Freq.x" "personas" "comuna" "promedio_i" "aÒo" "ingresos_expandidos" "Freq.y" "p" "cÛdigo.y" "multipob" "est_ing" "ing_medio_zona" "identificador" "urb_rur" "multipob_2" "est_ing_2" "ing_medio_zona_2"
"63" 63 63 2101122014 2101 2 -999 "-999" "-999" -999 "-999" 268 0.000740591312421761 2101 "-999" -833365.224565089 "-999" "region_02" 2 -999 -833365 -999
"64" 64 64 2101122019 2101 14 -999 "-999" "-999" -999 "-999" 1438 0.00397376980321826 2101 "-999" 138666224.202682 "-999" "region_02" 2 -999 138666224 -999
"65" 65 65 2102022003 2102 9 -999 "-999" "-999" -999 "-999" 293 0.0217568872057622 2102 "-999" 94213636.4040126 "-999" "region_02" 2 -999 94213636 -999
"66" 66 66 2102022006 2102 3 -999 "-999" "-999" -999 "-999" 127 0.00943045964208807 2102 "-999" 18216789.6039464 "-999" "region_02" 2 -999 18216790 -999
"67" 67 67 2102022008 2102 1 -999 "-999" "-999" -999 "-999" 31 0.00230192321972228 2102 "-999" -25660010.3536346 "-999" "region_02" 2 -999 -25660010 -999
"68" 68 68 2103012003 2103 334 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 4045 0.397113685450619 2103 "1306526558.26087" 1009788584.33398 "249638.710589366" "region_02" 2 1306526558 1009788584 249639
"69" 69 69 2103012008 2103 256 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 2684 0.263498920086393 2103 "866926398.608696" 873392340.328719 "325406.982238718" "region_02" 2 866926399 873392340 325407
"70" 70 70 2103022006 2103 55 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 596 0.0585116827017475 2103 "192506756.173913" 358906545.130893 "602192.189816935" "region_02" 2 192506756 358906545 602192
"71" 71 71 2103022007 2103 85 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 905 0.0888474376595327 2103 "292313111.304348" 466993374.037518 "516014.777942008" "region_02" 2 292313111 466993374 516015
"72" 72 72 2103022008 2103 96 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 744 0.0730414294129197 2103 "240310447.304348" 501661702.593283 "674276.481980219" "region_02" 2 240310447 501661703 674276
"73" 73 73 2103032002 2103 23 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 942 0.0924798743373257 2103 "304264034.086957" 201850073.234931 "214278.209378907" "region_02" 2 304264034 201850073 214278
"74" 74 74 2103042001 2103 8 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 223 0.021892794031023 2103 "72028534.6086957" 83930103.283328 "376368.176158422" "region_02" 2 72028535 83930103 376368
"75" 75 75 2103042005 2103 2 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 11 0.00107991360691145 2103 "3552977.04347826" -833365.224565089 "-75760.4749604626" "region_02" 2 3552977 -833365 -75760
"76" 76 76 2103992999 2103 2 10186 "Sierra Gorda" "322997.913043478" 2017 "3290056742.26087" 28 0.00274887099941096 2103 "9043941.56521739" -833365.224565089 "-29763.0437344675" "region_02" 2 9043942 -833365 -29763
"77" 77 77 2104022015 2104 1 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 59 0.00443042727340993 2104 "17030571.8913044" -25660010.3536346 "-434915.429722621" "region_02" 2 17030572 -25660010 -434915
"78" 78 78 2104022022 2104 1 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 57 0.0042802432980401 2104 "16453264.3695652" -25660010.3536346 "-450175.620239204" "region_02" 2 16453264 -25660010 -450176
"79" 79 79 2104022901 2104 1 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 22 0.00165202372906811 2104 "6350382.73913043" -25660010.3536346 "-1166364.10698339" "region_02" 2 6350383 -25660010 -1166364
"80" 80 80 2104042020 2104 10 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 729 0.0547420590223023 2104 "210428591.673913" 103940043.859853 "142578.935335876" "region_02" 2 210428592 103940044 142579
"81" 81 81 2104072901 2104 1 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 56 0.00420515131035518 2104 "16164610.6086957" -25660010.3536346 "-458214.470600618" "region_02" 2 16164611 -25660010 -458214
"82" 82 82 2104082013 2104 25 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 305 0.0229030562438988 2104 "88039397.0652174" 214087283.16166 "701925.518562819" "region_02" 2 88039397 214087283 701926
"83" 83 83 2104092002 2104 5 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 114 0.0085604865960802 2104 "32906528.7391304" 48425977.69799 "424789.278052544" "region_02" 2 32906529 48425978 424789
"84" 84 84 2104092012 2104 36 13317 "Taltal" "288653.760869565" 2017 "3844002133.5" 414 0.0310880829015544 2104 "119502657" 274024106.540483 "661893.977150926" "region_02" 2 119502657 274024107 661894
"85" 85 85 2201022005 2201 231 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 3774 0.0227718411160254 2201 "898517365.826087" 825364013.970632 "218697.406987449" "region_02" 2 898517366 825364014 218697
"86" 86 86 2201032006 2201 6 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 36 0.00021721947010517 2201 "8570912.86956522" 61217800.3489772 "1700494.45413825" "region_02" 2 8570913 61217800 1700494
"87" 87 87 2201032013 2201 2 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 13 0.0000784403642046449 2201 "3095051.86956522" -833365.224565089 "-64105.0172742376" "region_02" 2 3095052 -833365 -64105
"88" 88 88 2201052005 2201 32 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 549 0.00331259691910385 2201 "130706421.26087" 253457040.299114 "461670.383058496" "region_02" 2 130706421 253457040 461670
"89" 89 89 2201082002 2201 31 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 1364 0.00823020436731812 2201 "324742365.391304" 248117275.497393 "181904.160921842" "region_02" 2 324742365 248117275 181904
"90" 90 90 2201082012 2201 12 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 227 0.00136968943649649 2201 "54044367.2608696" 122030412.940351 "537578.911631502" "region_02" 2 54044367 122030413 537579
"91" 91 91 2201122005 2201 5 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 26 0.00015688072840929 2201 "6190103.73913043" 48425977.69799 "1862537.60376885" "region_02" 2 6190104 48425978 1862538
"92" 92 92 2201132004 2201 11 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 542 0.00327035979991673 2201 "129039854.869565" 113191120.540901 "208839.705795021" "region_02" 2 129039855 113191121 208840
"93" 93 93 2201132010 2201 2 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 108 0.000651658410315511 2201 "25712738.6086956" -833365.224565089 "-7716.34467189897" "region_02" 2 25712739 -833365 -7716
"94" 94 94 2201132901 2201 1 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 42 0.000253422715122699 2201 "9999398.34782609" -25660010.3536346 "-610952.627467491" "region_02" 2 9999398 -25660010 -610953
"95" 95 95 2201142002 2201 5 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 122 0.000736132648689744 2201 "29045871.3913043" 48425977.69799 "396934.243426147" "region_02" 2 29045871 48425978 396934
"96" 96 96 2201152014 2201 1 165731 "Calama" "238080.913043478" 2017 "39457387799.6087" 60 0.000362032450175284 2201 "14284854.7826087" -25660010.3536346 "-427666.839227244" "region_02" 2 14284855 -25660010 -427667
"97" 97 97 2202012005 2202 11 -999 "-999" "-999" -999 "-999" 240 0.747663551401869 2202 "-999" 113191120.540901 "-999" "region_02" 2 -999 113191121 -999
"98" 98 98 2202022001 2202 1 -999 "-999" "-999" -999 "-999" 46 0.143302180685358 2202 "-999" -25660010.3536346 "-999" "region_02" 2 -999 -25660010 -999
"99" 99 99 2202022002 2202 5 -999 "-999" "-999" -999 "-999" 35 0.109034267912773 2202 "-999" 48425977.69799 "-999" "region_02" 2 -999 48425978 -999
"100" 100 100 2203012013 2203 1 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 27 0.00245543834121499 2203 "7329759.1875" -25660010.3536346 "-950370.753838319" "region_02" 2 7329759 -25660010 -950371
"101" 101 101 2203012014 2203 138 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 2621 0.238359403419425 2203 "711529586.3125" 618501416.478912 "235979.174543652" "region_02" 2 711529586 618501416 235979
"102" 102 102 2203012901 2203 2 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 40 0.00363768643142961 2203 "10858902.5" -833365.224565089 "-20834.1306141272" "region_02" 2 10858902 -833365 -20834
"103" 103 103 2203022017 2203 12 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 742 0.0674790833030193 2203 "201432641.375" 122030412.940351 "164461.472965433" "region_02" 2 201432641 122030413 164461
"104" 104 104 2203032012 2203 110 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 1475 0.134139687158967 2203 "400422029.6875" 543025873.17676 "368153.134357125" "region_02" 2 400422030 543025873 368153
"105" 105 105 2203032015 2203 7 10996 "San Pedro de Atacama" "271472.5625" 2017 "2985112297.25" 408 0.037104401600582 2203 "110760805.5" 72981095.3031111 "178875.233586057" "region_02" 2 110760806 72981095 178875
"106" 106 106 2301032005 2301 2 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 37 0.0014690701183197 2301 "6146286.5" -833365.224565089 "-22523.3844477051" "region_02" 2 6146286 -833365 -22523
"107" 107 107 2301032006 2301 2 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 118 0.00468514253950608 2301 "19601670.4594595" -833365.224565089 "-7062.41715733126" "region_02" 2 19601670 -833365 -7062
"108" 108 108 2301032018 2301 1 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 30 0.00119113793377273 2301 "4983475.54054054" -25660010.3536346 "-855333.678454487" "region_02" 2 4983476 -25660010 -855334
"109" 109 109 2301032023 2301 2 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 50 0.00198522988962122 2301 "8305792.56756757" -833365.224565089 "-16667.3044913018" "region_02" 2 8305793 -833365 -16667
"110" 110 110 2301052004 2301 3 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 71 0.00281902644326213 2301 "11794225.4459459" 18216789.6039464 "256574.501464033" "region_02" 2 11794225 18216790 256575
"111" 111 111 2301052008 2301 1 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 23 0.00091320574922576 2301 "3820664.58108108" -25660010.3536346 "-1115652.62407107" "region_02" 2 3820665 -25660010 -1115653
"112" 112 112 2301052019 2301 1 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 14 0.000555864369093941 2301 "2325621.91891892" -25660010.3536346 "-1832857.88240247" "region_02" 2 2325622 -25660010 -1832858
"113" 113 113 2301052901 2301 1 25186 "Tocopilla" "166115.851351351" 2017 "4183793832.13514" 93 0.00369252759469547 2301 "15448774.1756757" -25660010.3536346 "-275914.089824028" "region_02" 2 15448774 -25660010 -275914
"114" 114 114 2302012011 2302 1 -999 "-999" "-999" -999 "-999" 141 0.0218367663001394 2302 "-999" -25660010.3536346 "-999" "region_02" 2 -999 -25660010 -999
"115" 115 115 2302012901 2302 2 -999 "-999" "-999" -999 "-999" 57 0.00882762892984358 2302 "-999" -833365.224565089 "-999" "region_02" 2 -999 -833365 -999
"116" 116 116 2302042003 2302 2 -999 "-999" "-999" -999 "-999" 13 0.00201331887873626 2302 "-999" -833365.224565089 "-999" "region_02" 2 -999 -833365 -999
"117" 117 117 2302062001 2302 8 -999 "-999" "-999" -999 "-999" 172 0.0266377574725105 2302 "-999" 83930103.283328 "-999" "region_02" 2 -999 83930103 -999
"118" 118 118 2302062009 2302 86 -999 "-999" "-999" -999 "-999" 1147 0.17763667337773 2302 "-999" 470234400.11466 "-999" "region_02" 2 -999 470234400 -999
"119" 119 119 3101092006 3101 1 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 14 0.0000909462962120868 3101 "3519543.33333333" 9703752.33549513 "693125.166821081" "region_03" 2 3519543 9703752 693125
"120" 120 120 3101102901 3101 2 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 26 0.000168900264393875 3101 "6536294.76190476" 18036637.9612277 "693716.844662605" "region_03" 2 6536295 18036638 693717
"121" 121 121 3101122007 3101 5 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 22 0.000142915608333279 3101 "5530710.95238095" 40929800.6232995 "1860445.48287725" "region_03" 2 5530711 40929801 1860445
"122" 122 122 3101122013 3101 14 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 332 0.00215672645302949 3101 "83463456.1904762" 102787458.047326 "309600.777250981" "region_03" 2 83463456 102787458 309601
"123" 123 123 3101122047 3101 2 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 183 0.00118879801477228 3101 "46005459.2857143" 18036637.9612277 "98560.8631761079" "region_03" 2 46005459 18036638 98561
"124" 124 124 3101122901 3101 1 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 54 0.000350792856818049 3101 "13575381.4285714" 9703752.33549513 "179699.117323984" "region_03" 2 13575381 9703752 179699
"125" 125 125 3101162050 3101 1 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 33 0.000214373412499919 3101 "8296066.42857143" 9703752.33549513 "294053.10107561" "region_03" 2 8296066 9703752 294053
"126" 126 126 3101172013 3101 5 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 194 0.00126025581893892 3101 "48770814.7619048" 40929800.6232995 "210978.353728348" "region_03" 2 48770815 40929801 210978
"127" 127 127 3101172017 3101 12 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 121 0.000786035845833036 3101 "30418910.2380952" 89550611.0542409 "740087.694663148" "region_03" 2 30418910 89550611 740088
"128" 128 128 3101172021 3101 9 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 74 0.00048071613712103 3101 "18603300.4761905" 69236302.4201588 "935625.708380525" "region_03" 2 18603300 69236302 935626
"129" 129 129 3101172026 3101 7 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 340 0.00220869576515068 3101 "85474623.8095238" 55299886.7211533 "162646.725650451" "region_03" 2 85474624 55299887 162647
"130" 130 130 3101172035 3101 10 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 293 0.00190337605643867 3101 "73659014.047619" 76077374.0037972 "259649.740627294" "region_03" 2 73659014 76077374 259650
"131" 131 131 3101172037 3101 27 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 859 0.00558020488901304 3101 "215949123.095238" 184940040.116352 "215296.90351147" "region_03" 2 215949123 184940040 215297
"132" 132 132 3101172901 3101 1 153937 "Copiap√≥" "251395.952380952" 2017 "38699138721.6667" 29 0.000188388756439323 3101 "7290482.61904762" 9703752.33549513 "334612.149499832" "region_03" 2 7290483 9703752 334612
